rank,name,score,ts
1,삼성전자,22.39,2026-04-02 15:53:21
2,SK하이닉스,8.03,2026-04-02 15:53:21
3,삼천당제약,3.66,2026-04-02 15:53:21
4,현대차,3.35,2026-04-02 15:53:21
5,대우건설,2.77,2026-04-02 15:53:21
6,흥아해운,2.58,2026-04-02 15:53:21
7,두산에너빌리티,2.25,2026-04-02 15:53:21
8,NAVER,2.17,2026-04-02 15:53:21
9,대한광통신,2.09,2026-04-02 15:53:21
10,삼성SDI,2.05,2026-04-02 15:53:21
11,LIG넥스원,1.57,2026-04-02 15:53:21
12,펄어비스,1.44,2026-04-02 15:53:21
13,한화시스템,1.26,2026-04-02 15:53:21
14,에코프로,1.26,2026-04-02 15:53:21
15,흥구석유,1.25,2026-04-02 15:53:21
16,엘앤에프,1.25,2026-04-02 15:53:21
17,한화에어로스페이스,1.17,2026-04-02 15:53:21
18,삼성중공업,1.16,2026-04-02 15:53:21
19,우리기술,1.11,2026-04-02 15:53:21
20,인벤테라,1.10,2026-04-02 15:53:21
21,현대로템,1.08,2026-04-02 15:53:21
22,삼성전자우,0.99,2026-04-02 15:53:21
23,한화오션,0.96,2026-04-02 15:53:21
24,남선알미늄,0.88,2026-04-02 15:53:21
25,미래에셋증권,0.84,2026-04-02 15:53:21
26,한화솔루션,0.84,2026-04-02 15:53:21
27,카카오,0.84,2026-04-02 15:53:21
28,우리로,0.71,2026-04-02 15:53:21
29,한미반도체,0.71,2026-04-02 15:53:21
30,하이브,0.69,2026-04-02 15:53:21
