rank,name,score,ts
1,삼성전자,15.42,2026-03-12 10:11:05
2,SK하이닉스,6.10,2026-03-12 10:11:05
3,두산에너빌리티,3.62,2026-03-12 10:11:05
4,대한광통신,3.26,2026-03-12 10:11:05
5,현대차,3.05,2026-03-12 10:11:05
6,우리기술,2.89,2026-03-12 10:11:05
7,삼성중공업,2.59,2026-03-12 10:11:05
8,한화시스템,2.31,2026-03-12 10:11:05
9,LIG넥스원,1.73,2026-03-12 10:11:05
10,한화오션,1.68,2026-03-12 10:11:05
11,미래에셋증권,1.58,2026-03-12 10:11:05
12,한화솔루션,1.55,2026-03-12 10:11:05
13,쏠리드,1.51,2026-03-12 10:11:05
14,에코프로,1.45,2026-03-12 10:11:05
15,흥구석유,1.43,2026-03-12 10:11:05
16,삼표시멘트,1.34,2026-03-12 10:11:05
17,현대바이오,1.33,2026-03-12 10:11:05
18,한미반도체,1.26,2026-03-12 10:11:05
19,삼성전자우,1.21,2026-03-12 10:11:05
20,삼성SDI,1.16,2026-03-12 10:11:05
21,NAVER,1.14,2026-03-12 10:11:05
22,성우하이텍,1.13,2026-03-12 10:11:05
23,S-Oil,1.11,2026-03-12 10:11:05
24,현대건설,1.08,2026-03-12 10:11:05
25,한화에어로스페이스,0.97,2026-03-12 10:11:05
26,대우건설,0.96,2026-03-12 10:11:05
27,포스코인터내셔널,0.92,2026-03-12 10:11:05
28,LG씨엔에스,0.89,2026-03-12 10:11:05
29,POSCO홀딩스,0.86,2026-03-12 10:11:05
30,카카오,0.85,2026-03-12 10:11:05
