rank,name,score,ts
1,삼성전자,19.45,2026-03-26 13:19:25
2,SK하이닉스,9.11,2026-03-26 13:19:25
3,삼천당제약,2.58,2026-03-26 13:19:25
4,현대차,2.54,2026-03-26 13:19:25
5,알테오젠,2.26,2026-03-26 13:19:25
6,SK오션플랜트,2.24,2026-03-26 13:19:25
7,두산에너빌리티,2.09,2026-03-26 13:19:25
8,메쥬,2.04,2026-03-26 13:19:25
9,펄어비스,2.00,2026-03-26 13:19:25
10,우리기술,1.89,2026-03-26 13:19:25
11,코오롱티슈진,1.59,2026-03-26 13:19:25
12,삼성전자우,1.38,2026-03-26 13:19:25
13,대우건설,1.29,2026-03-26 13:19:25
14,에코프로,1.16,2026-03-26 13:19:25
15,스피어,1.07,2026-03-26 13:19:25
16,미래에셋증권,1.07,2026-03-26 13:19:25
17,SK이터닉스,1.05,2026-03-26 13:19:25
18,한화오션,1.03,2026-03-26 13:19:25
19,LIG넥스원,0.99,2026-03-26 13:19:25
20,레인보우로보틱스,0.95,2026-03-26 13:19:25
21,한화시스템,0.94,2026-03-26 13:19:25
22,엔켐,0.92,2026-03-26 13:19:25
23,한미반도체,0.90,2026-03-26 13:19:25
24,삼성SDI,0.90,2026-03-26 13:19:25
25,대한광통신,0.89,2026-03-26 13:19:25
26,아주IB투자,0.89,2026-03-26 13:19:25
27,한화솔루션,0.83,2026-03-26 13:19:25
28,흥구석유,0.82,2026-03-26 13:19:25
29,SK증권,0.82,2026-03-26 13:19:25
30,NAVER,0.80,2026-03-26 13:19:25
