rank,name,score,ts
1,삼성전자,7.08,2025-12-09 10:15:59
2,SK하이닉스,5.31,2025-12-09 10:15:59
3,에코프로,4.75,2025-12-09 10:15:59
4,에코프로비엠,4.25,2025-12-09 10:15:59
5,현대차,3.00,2025-12-09 10:15:59
6,두산에너빌리티,2.62,2025-12-09 10:15:59
7,삼성중공업,2.51,2025-12-09 10:15:59
8,테라뷰,2.50,2025-12-09 10:15:59
9,삼성에피스홀딩스,2.30,2025-12-09 10:15:59
10,한화오션,2.20,2025-12-09 10:15:59
11,엘앤씨바이오,1.71,2025-12-09 10:15:59
12,천일고속,1.67,2025-12-09 10:15:59
13,현대약품,1.65,2025-12-09 10:15:59
14,알테오젠,1.53,2025-12-09 10:15:59
15,동양고속,1.45,2025-12-09 10:15:59
16,삼성제약,1.41,2025-12-09 10:15:59
17,HD현대중공업,1.37,2025-12-09 10:15:59
18,레인보우로보틱스,1.28,2025-12-09 10:15:59
19,에임드바이오,1.28,2025-12-09 10:15:59
20,클로봇,1.20,2025-12-09 10:15:59
21,NAVER,1.20,2025-12-09 10:15:59
22,에이비엘바이오,1.19,2025-12-09 10:15:59
23,현대로템,1.10,2025-12-09 10:15:59
24,포스코퓨처엠,1.06,2025-12-09 10:15:59
25,삼성전기,1.01,2025-12-09 10:15:59
26,에스피지,1.00,2025-12-09 10:15:59
27,삼성SDI,0.97,2025-12-09 10:15:59
28,이수스페셜티케미컬,0.95,2025-12-09 10:15:59
29,디앤디파마텍,0.93,2025-12-09 10:15:59
30,셀트리온,0.92,2025-12-09 10:15:59
